,Report Author,Source,Short Source,U5 Population ('000s)
604,National Bureau of Statistics (NBS) and United Nations Childrenâ€™s Fund (UNICEF),"Multiple Indicator Cluster Survey 2016-17, Final Report. Abuja, Nigeria: National Bureau of Statistics and United Nations Childrenâ€™s Fund. 2017 (and additional analysis)",MICS,31830.807
605,National Population Commission (NPC) [Nigeria] and ICF,"Nigeria Demographic and Health Survey 2018. Abuja, Nigeria, and Rockville, Maryland, USA: NPC and ICF. 2019",DHS,32917.192
606,"Branca F, Pastore G, Rossi L, Sette S.","Multiple indicator cluster survey in FYR Macedonia with micronutrient component (MICS). National Institute of Nutrition, Rome, Italy, 2000 (and additional analysis).",MICS,140.378
607,"Stojanovska S, Dimitrovska V, Feuk R.","Republic of Macedonia - multiple indicator cluster survey 2005-06. Final report. Skopje: State Statistcial Office of the Republic of Macedonia, 2007 (and additional analysis).",MICS,124.033
608,"Ministry of Health, Ministry of Education and Science, Ministry of Labour and Social Policy.","Multiple indicator cluster survey 2011 (MICS). Skopje, the former Yugoslav Republic of Macedonia: Ministry of Health, Ministry of Education and Science, Ministry of Labour and Social Policy, 2012 (and additional analysis)",MICS,110.975
609,Musaiger OA.,"Ministry of Health. National Nutrition Survey of the Sultanate of Oman. UNICEF Muscat, Oman, 1993 (and additional analysis).",NNS,323.054
610,Ministry of Health.,"National study on the prevalence of vitamin A deficiency (VAD) among children 6 months to 7 years. Muscat, Sultanate of Oman, 1995 (and additional analysis).",VAD Survey,316.09
611,"Alasfoor D, Mohammed AJ.",Implications of the use of the new WHO growth charts on the interpretation of malnutrition and obesity in infants and young children in Oman. Eastern Mediterranean Health Journal 2009;15:890-8 (and additional analysis).,Other,288.703
612,"Alasfoor D, Al Sayed M, AlShamakhi S, Al Ghammari I.","Second national PEM survey 2009. Ministry of Health. Muscat, Oman, 2011.",Other,275.445
613,National Centre for Statistics and Information.,"Multiple Indicator Cluster Survey 2014, Key Findings. Muscat, Oman, 2016.",MICS,366.134
614,"Ministry of Health (Oman), GroundWork, and UNICEF","Oman National Nutrition Survey 2017. Muscat, Oman, 2018",NNS,423.51
615,Government of Pakistan.,"National nutrition survey 1985-87 report. National Institute of Health, Nutrition Division. Islamabad, Pakistan, 1988 (and additional analysis).",NNS,16224.664
616,The National Institute of Population Studies (NIPS),"Pakistan demographic and health survey 1990/91. Demographic and Health Surveys. National Institute of Population Studies. Islamabad, Pakistan, 1992 (and additional analysis).",DHS,19020.728
617,Nuruddin R and Azam I.,"National health survey of Pakistan (NHSP, 1990-94): Health profile of the people of Pakistan. Islamabad, Pakistan, 1998 (and additional analysis).",Other,19479.293
618,Ministry of Health.,"Multiple indicator cluster survey of Pakistan, 1995. MICS surveys. Government of Pakistan. Islamabad, Pakistan, 1996 (and additional analysis).",MICS,20542.96
619,"Pakistan Institute of Development Economics, Micro-nutrient Laboratories Aga Khan University and Medical Centre Karachi.","National nutrition survey 2001-2002. Islamabad, Pakistan: Planning Commission, Government of Pakistan and UNICEF, 2004 (and additional analysis).",NNS,22111.536
620,"Aga Khan University (Pakistan), Pakistan Medical Research Council (PMRC), Nutrition Wing, Cabinet Division, Government of Pakistan and UNICEF.","National nutrition survey Pakistan, 2011. Islamabad, Pakistan: Aga Khan University, PMRC, Government of Pakistan and UNICEF, 2012 (and additional analysis).",NNS,24407.638
621,National Institute of Population Studies (NIPS) [Pakistan] and ICF International.,"Pakistan demographic and health survey 2012-13. Demographic and Health Surveys. Islamabad, Pakistan, and Calverton, Maryland, USA: NIPS and ICF International, 2013 (and additional analysis).",DHS,25121.446
622,National Institute of Population Studies (NIPS) [Pakistan] and ICF,"Pakistan Demographic and Health Survey 2017-18. Islamabad, Pakistan, and Rockville, Maryland, USA: NIPS and ICF (and additional analysis)",DHS,27290.918
623,Ministerio de Planificacion y Politica Economica.,"Encuesta de niveles de vida. 1997 Panama living standards survey (LSMS). Ciudad de Panama, Republica de Panama, 1998 (and additional analysis).",LSMS,327.691
624,"Republica de Panama, Ministerio de Economia y Finanzas Direccion de Politicas Sociales.","Situacion nutricional, patron de consumo y acceso a alimentos de la poblacion panameÃ±a: Segunda encuesta de niveles de vida - 2003. Panama City, Republica de Panama, 2006 (and additional analysis)",LSMS,350.045
625,"Ministerio de Salud, Fondo de las Naciones Unidas para la Infancia y Contraloria General de la Republica.","Estado nutricional de niÃ±os menores de cinco aÃ±os: Encuesta de niveles de vida, 2008. Panama City, Republica de Panama, 2009 (and additional analysis)",LSMS,360.272
626,"Smith T, Keig G, Marks J, Grau R.","Summary results by environmental zone from the 1982/83 National Nutrition Survey of Papua New Guinea. Papua New Guinea Institute of Medical Research. Goroka, Papua New Guinea, 1992 (and additional analysis).",NNS,648.25
627,"Department of Health of Papua New Guinea, UNICEF Papua New Guinea, University of Papua New Guinea, US Centers of Disease Control and Prevention.","Papua New Guinea national micronutrient survey 2005: Final report. Port Moresby, Papua New Guinea, 2009 (and additional analysis).",Other,947.892
628,National Statistical Office.,"2009-2010 Papua New Guinea household income and expenditure survey: Summary tables. Port Moresby: National Statistical Office, 2013 (and additional analysis).",Other,1012.142
629,"Carron JM, Loaiza E, Ochoa LH.","Encuesta nacional de demografia y salud 1990. Demographic and Health Surveys. Asuncion, Paraguay, 1991 (and additional analysis).",DHS,659.769
630,Sanabria MC.,"Informe final de consultoria: Analisis de la situacion de salud infantil y antropometria en menores de 5 aÃ±os. Paraguay EPH 2005. Asuncion, Paraguay: PNUD Paraguay, 2006.",Other,677.981
631,UNICEF,"AnÃ¡lisis de la situaciÃ³n nutricional de los niÃ±os menores de cinco aÃ±os en Paraguay a partir de la encuesta de ingresos y gastos y de condiciones de vida 2011-2012. AsunciÃ³n, Paraguay, 2014 (and additional analysis).",Other,695.397
632,"DirecciÃ³n General de EstadÃ­stica, Encuestas y Censos; Ministerio de Salud PÃºblica y Bienestar Social; UNICEF Paraguay",Encuesta de Indicadores Multiples por Conglomerados MICS Paraguay 2016 (and additional analysis),MICS,684.758
633,"Padilla A, Ochoa LH, Marckwardt AM.","Encuesta demografica y de salud familiar 1991/1992. Demographic and Health Surveys. Lima, Peru, 1992 (and additional analysis).",DHS,3141.134
634,Instituto Nacional de Estadistica e Informacion,"Peru demographic and health survey 1996. Demographic and Health Surveys. Instituto Nacional de Estadistica e Informacion. Lima, Peru, 1997 (and additional analysis).",DHS,3104
635,Reyes J and Ochoa LH.,"Encuesta demografica y de salud familiar 2000. Demographic and Health Surveys. Lima, Peru and Calverton, Maryland, USA: Instituto Nacional de Estadistica e Informacion y ORC Macro, 2001 (and additional analysis).",DHS,2999.922
636,"Instituto Nacional de Estadistica e Informatica (INEI), Agencia de los Estados Unidos para el Desarrollo Internacional (USAID), Measure DHS+/ORC Macro","Peru, encuesta demografica y de salud familiar. Informe principal: ENDES continua 2004-2006. Demographic and Health Surveys. Lima, Peru: INEI, USAID and ORC Macro, 2007 (and additional analysis).",CDHS,2937.224
637,"Instituto Nacional de EstadÃ­stica e InformÃ¡tica (INEI), Agencia de los Estados Unidos Para el Desarrollo Internacional (USAID) y ORC Macro.","Encuesta demografica y de salud familiar. Informe principal: ENDES continua 2007-2008. Demographic and Health Surveys. Lima, Peru: INEI, USAID y ORC Macro, 2009 (and additional analysis).",CDHS,2975.905
638,"Instituto Nacional de EstadÃ­stica e InformÃ¡tica (INEI), Agencia de los Estados Unidos Para el Desarrollo Internacional (USAID) y ORC Macro.","Encuesta demografica y de salud familiar - ENDES continua 2009. Demographic and Health Surveys. Lima, Peru: INEI, USAID y ORC Macro, 2010 (and additional analysis).",CDHS,3008.742
639,"Instituto Nacional de EstadÃ­stica e InformÃ¡tica (INEI), Agencia de los Estados Unidos Para el Desarrollo Internacional (USAID) y ORC Macro.","Encuesta demografica y de salud familiar - ENDES continua 2010. Demographic and Health Surveys. Lima, Peru: INEI, USAID y ORC Macro, 2011 (and additional analysis).",CDHS,3004.452
640,"Instituto Nacional de EstadÃ­stica e InformÃ¡tica (INEI), Agencia de los Estados Unidos Para el Desarrollo Internacional (USAID) y ORC Macro.","Encuesta demografica y de salud familiar - ENDES continua 2011. Demographic and Health Surveys. Lima, Peru: INEI, USAID y ORC Macro, 2012 (and additional analysis).",CDHS,3012.156
641,"Instituto Nacional de EstadÃ­stica e InformÃ¡tica (INEI), Agencia de los Estados Unidos Para el Desarrollo Internacional (USAID) y ORC Macro.","Encuesta demografica y de salud familiar - ENDES continua 2012. Demographic and Health Surveys. Lima, Peru: INEI, USAID y ORC Macro, 2013 (and additional analysis).",CDHS,2966.366
642,Instituto Nacional de EstadÃ­stica e InformÃ¡tica (INEI).,"Encuesta demografica y de salud familiar â€“ ENDES continua 2013 Nacional y Departmental. Demographic and Health Surveys. Lima, Peru: INEI, 2013 (and additional analysis)",CDHS,2892.909
643,Instituto Nacional de EstadÃ­stica e InformÃ¡tica (INEI).,"Encuesta demografica y de salud familiar - ENDES continua 2014. Demographic and Health Surveys. Lima, Peru: INEI,2015 (and additional analysis)",CDHS,2829.817
644,Instituto Nacional de EstadÃ­stica e InformÃ¡tica,Encuesta DemogrÃ¡fica y de Salud Familiar-ENDES 2015 Nacional y Departamental (and additional analysis),DHS-Style,2799.873
645,Instituto nacional de Estadistica Informatica (INEI),"PerÃº Encuesta Demografica y de salud Familiar 2016: nacional y regional, 2017 (and additional analysis)",DHS-Style,2708.3
646,Instituto Nacional de EstadÃ­stica e InformÃ¡tica,Encuesta DemogrÃ¡fica y de Salud Familiar-ENDES 2017 Nacional y Departamental (and additional analysis),DHS-Style,2705.216
647,Instituto Nacional de EstadÃ­stica e InformÃ¡tica,Encuesta DemogrÃ¡fica y de Salud Familiar-ENDES 2018 Nacional y Departamental,DHS-Style,2756.62
648,Departement of Science and Technology.,"Third National Nutrition Survey Philippines, 1987. Food and Nutrition Research Institute. Manila, Philippines; 1991 (and additional analysis).",NNS,8873.88
649,National Economics and Statistics Section.,"Regional Updating of Nutritional Status of Filipino Children, 1989-90. Food and Nutrition Research Institute. Manila, Philippines; 1991 (and additional analysis).",Other,9441.99
650,Department of Science and Technology.,"The 1992 regional nutrition survey. Food and Nutrition Research Institute. Manila, Philippines; 1994 (and additional analysis).",Other,9761.431
651,Department of Science and Technology.,"The fourth national nutrition survey: Philippines 1993. Food and Nutrition Institute. Manila, Philippines; 1995 (and additional analysis).",NNS,9859.886
652,Food and Nutrition Research Institute.,"The 5th national nutrition survey. Philippine nutrition: Facts & figures. Taguig, Metro Manila, Philipines: UNICEF, 2001 (and additional analysis).",NNS,10437.771
653,"Food and Nutrition Research Institute, Department of Science and Technology (FNRI-DOST).","Sixth National Nutrition Survey: Philippines, 2003. Food and Nutrition Research Institute, 2004.",NNS,11252.505
654,"Food and Nutrition Research Institute, Department of Science and Technology (FNRI-DOST).","7th national nutrition survey. Manila, Philippines: FNRI-DOST, 2010 (and additional analysis).",NNS,11181.54
655,Food and Nutrition Research Institute - Department of Science and Technology (FNRI-DOST).,"Philippine Nutrition Facts and Figures 2011. DOST Complex, FNRI Bldg., Bicutan, Taguig City, Metro, Manila, Philippines, 2012 (and additional analysis).",NNS,11129.545
656,Food and Nutrition Research Institute - Department of Science and Technology (FNRI-DOST).,8th National nutrition survey Philippines 2013.,NNS,11375.488
657,Food and Nutrition Research Institute - Department of Science and Technology (FNRI-DOST).,Philippines 2015 National Nutrition Survey - Updating Survey Results,NNS,11477.213
658,"Department of Science and Technology, Food and Nutrition Research Institute",Philippines 2018 Expanded National Nutrition Survey (ENNS),NNS,11035.267
659,Statistics Poland,Poland European Health Interview Survey 2009,EHIS,1976.249
660,Statistics Poland,Poland European Health Interview Survey 2014,EHIS,1926.497
661,Amine EK.,"Nutritional assessment in Qatar. Assignment report EM/NUT169/E/R/01.96/27. Alexandria: World Health Organization Regional Office, 1996 (and additional analysis).",Other,50.012
662,"Schwekendiek D, Pak S.",Recent growth of children in the two Koreas: a meta-analysis. Economics and Human Biology 2009;7:109-12.,Other,2685.256
663,"Sanghui Kweon, Yuna Kim, Myoung-jin Jang, Yoonjung Kim, Kirang Kim, Sunhye Choi, et al.",Data Resource Profile: The Korea National Health and Nutrition Examination Survey (KNHANES). International Journal of Epidemiology 2014;43:69-77 (and additional analysis).,NHANES,2288.938
664,National Scientific and Applied Center for Preventive Medicine (NCPM) [Moldova] and ORC Macro.,"Moldova demographic and health survey 2005. Demographic and Health Surveys. Calverton, Maryland: NCPM of the Ministry of Health and Social Protection and ORC Macro, 2006 (and additional analysis).",DHS,205.482
665,"National Centre of Public Health of the Ministry of Health of the Republic of Moldova, United Nations Children's Fund (UNICEF).","2012 Republic of Moldova multiple indicator cluster survey. Final report (MICS4). Chisinau, Republic of Moldova, 2014 (and additional analysis)",MICS,225.621
666,"Scanlon K, Yip R, Parvanta I, Palicari G, Iorgulescu D.","Report of Romania national nutrition survey, 1991. Part I: child nutrition section. Atlanta: Division of Nutrition, Centers for Disease Control, 1993 (and additional analysis).",NNS,1845.714
667,"""Alfred Rusescu"" Institute for Mother and Child Care.","National nutritional surveillance programme, 1993-2002. Bukarest, Romania, 2003 (and additional analysis).",Surveillance,1094.284
668,"""Alfred Rusescu"" Institute for Mother and Child Care.","National nutritional surveillance programme, 1993-2002. Bukarest, Romania, 2003 (and additional analysis).",Surveillance,1101.366
